Title;Features.Handheld?;Features.Max Players;Features.Multiplatform?;Features.Online?;Metadata.Genres;Metadata.Licensed?;Metadata.Publishers;Metadata.Sequel?;Metrics.Review Score;Metrics,Sales;Metrics,Used Price;Release.Console;Release.Rating;Release.Re-release?;Release.Year;Length.All PlayStyles.Average;Length.All PlayStyles.Leisure;Length.All PlayStyles.Median;Length.All PlayStyles.Polled;Length.All PlayStyles.Rushed;Length.Completionists.Average;Length.Completionists.Leisure;Length.Completionists.Median;Length.Completionists.Polled;Length.Completionists.Rushed;Length.Main + Extras.Average;Length.Main + Extras.Leisure;Length.Main + Extras.Median;Length.Main + Extras.Polled;Length.Main + Extras.Rushed;Length.Main Story.Average;Length.Main Story.Leisure;Length.Main Story.Median;Length.Main Story.Polled;Length.Main Story.Rushed
Kingdom Under Fire: Circle of Doom;True;1;True;True;Action,Role-Playing (RPG);True;Eidos;True;55;0,15;14,95;X360;E;True;2007;10.783.333.333.333.300;240.7;55.0;6;44.7;18.433.333.333.333.300;2.758.333.333.333.330;119.0;3;9.283.333.333.333.330;76.0;76.0;76.0;1;76.0;9.0;9.5;9.0;2;8.5
NBA Live 08;True;1;True;True;Sports;True;Activision,Konami;True;52;0,14;14,95;Nintendo Wii;M;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Conan;True;1;True;True;Action,Adventure;True;Disney;True;69;0,14;14,95;X360;E;True;2007;7.183.333.333.333.330;13.283.333.333.333.300;6.0;28;5.566.666.666.666.660;16.5;18.25;16.5;2;14.75;7.666.666.666.666.660;8.6;8.75;3;6.716.666.666.666.660;6.3;8.766.666.666.666.660;6.0;23;5.35
Geometry Wars: Galaxies;True;1;True;True;Action;True;Ubisoft;True;79;0,12;14,95;Nintendo DS;T;True;2007;18.5;22.75;18.5;2;14.25;0.0;0.0;0.0;0;0.0;27.0;27.0;27.0;1;27.0;10.0;10.0;10.0;1;10.0
NBA Street Homecourt;True;4;True;True;Sports;True;SquareEnix;True;81;0,11;14,95;PlayStation 3;E;True;2007;18.316.666.666.666.600;26.5;7.716.666.666.666.660;3;10.116.666.666.666.600;7.716.666.666.666.660;7.716.666.666.666.660;7.716.666.666.666.660;1;7.716.666.666.666.660;23.616.666.666.666.600;31.8;23.616.666.666.666.600;2;15.416.666.666.666.600;0.0;0.0;0.0;0;0.0
WWE SmackDown vs. Raw 2008;True;1;True;True;Sports;True;Capcom;True;61;0,11;14,95;Nintendo DS;T;True;2007;25.316.666.666.666.600;42.1;13.1;14;11.95;4.503.333.333.333.330;5.638.333.333.333.330;50.5;5;26.233.333.333.333.300;30.9;3.568.333.333.333.330;30.9;2;26.116.666.666.666.600;9.65;12.4;10.0;7;7.4
Fantastic Four: Rise of the Silver Surfer;True;4;True;True;Action;True;Microsoft;True;47;0,1;14,95;PlayStation 3;M;True;2007;7.6;9.5;6.416.666.666.666.660;7;5.683.333.333.333.330;0.0;0.0;0.0;0;0.0;10.333.333.333.333.300;11.083.333.333.333.300;10.0;3;9.583.333.333.333.330;5.566.666.666.666.660;6.033.333.333.333.330;5.75;4;5.016.666.666.666.660
SEGA Rally Revo;True;2;True;True;Racing / Driving,Simulation;True;2K;True;77;0,1;14,95;X360;E;True;2007;34.0;34.0;34.0;1;34.0;34.0;34.0;34.0;1;34.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
The Golden Compass;True;1;True;True;Action;True;Sony,Ubisoft;True;28;0,1;14,95;Sony PSP;E;True;2007;8.566.666.666.666.660;12.133.333.333.333.300;7.0;5;6.383.333.333.333.330;0.0;0.0;0.0;0;0.0;16.5;16.5;16.5;1;16.5;6.583.333.333.333.330;7.1;6.983.333.333.333.330;4;5.883.333.333.333.330
Soldier of Fortune: Payback;True;1;True;True;Action;True;Nintendo,Sega;True;50;0,09;14,95;PlayStation 3;E;True;2007;3.783.333.333.333.330;5.75;3.25;16;2.6;0.0;0.0;0.0;0;0.0;7.0;7.5;7.0;2;6.5;33.333.333.333.333.300;4.083.333.333.333.330;3.0;14;24.333.333.333.333.300
Fantastic Four: Rise of the Silver Surfer;True;4;True;True;Action;True;THQ;True;45;0,08;14,95;X360;E;True;2007;7.6;9.5;6.416.666.666.666.660;7;5.683.333.333.333.330;0.0;0.0;0.0;0;0.0;10.333.333.333.333.300;11.083.333.333.333.300;10.0;3;9.583.333.333.333.330;5.566.666.666.666.660;6.033.333.333.333.330;5.75;4;5.016.666.666.666.660
Monster Madness: Battle for Suburbia;True;4;True;True;Action;True;Rockstar;True;55;0,08;14,95;X360;E;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Pro Evolution Soccer 2008;True;4;True;True;Sports;True;Activision,Konami;True;76;0,08;14,95;X360;M;True;2007;63.8;76.65;70.0;3;50.95;78.2;82.3;78.2;2;74.1;35.0;35.0;35.0;1;35.0;0.0;0.0;0.0;0;0.0
Touch Detective 2 1/2;True;1;True;True;Adventure;True;Eidos;True;67;0,08;14,95;Nintendo DS;T;True;2007;6.633.333.333.333.330;7.483.333.333.333.330;6.633.333.333.333.330;9;5.816.666.666.666.660;7.4;7.783.333.333.333.330;7.35;3;7.0;8.35;8.35;8.35;1;8.35;5.833.333.333.333.330;6.616.666.666.666.660;5.65;5;5.366.666.666.666.660
Coded Arms: Contagion;True;1;True;True;Action;True;EA,Namco;True;56;0,06;14,95;Sony PSP;E;True;2007;9.85;10.45;10.0;3;9.25;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;9.85;10.45;10.0;3;9.25
King of Clubs;True;1;True;True;Sports;True;Activision,Sony;True;35;0,06;14,95;Nintendo Wii;E;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Pursuit Force: Extreme Justice;True;1;True;True;Action,Racing / Driving;True;EA;True;73;0,05;14,95;Sony PSP;E;True;2007;8.5;10.116.666.666.666.600;8.0;7;5.116.666.666.666.660;0.0;0.0;0.0;0;0.0;11.0;11.5;11.0;2;10.5;7.5;9.616.666.666.666.660;8.0;5;4.866.666.666.666.660
Fantastic Four: Rise of the Silver Surfer;True;1;True;True;Action;True;Konami;True;35;0,04;14,95;Nintendo DS;E;True;2007;7.6;9.5;6.416.666.666.666.660;7;5.683.333.333.333.330;0.0;0.0;0.0;0;0.0;10.333.333.333.333.300;11.083.333.333.333.300;10.0;3;9.583.333.333.333.330;5.566.666.666.666.660;6.033.333.333.333.330;5.75;4;5.016.666.666.666.660
Escape from Bug Island;True;1;True;True;Action;True;Namco,Ubisoft;True;37;0,04;14,95;Nintendo Wii;T;True;2007;7.583.333.333.333.330;9.55;6.616.666.666.666.660;6;5.916.666.666.666.660;0.0;0.0;0.0;0;0.0;11.366.666.666.666.600;11.683.333.333.333.300;11.366.666.666.666.600;2;11.05;5.683.333.333.333.330;6.383.333.333.333.330;5.383.333.333.333.330;4;5.133.333.333.333.330
Octomania;True;1;True;True;Action,Strategy;True;THQ;True;66;0,04;14,95;Nintendo Wii;M;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Dynasty Warriors DS: Fighter's Battle;True;1;True;True;Action,Strategy;True;EA;True;56;0,03;14,95;Nintendo DS;T;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Orcs & Elves;True;1;True;True;Action,Role-Playing (RPG);True;Disney;True;68;0,03;14,95;Nintendo DS;T;True;2007;4.883.333.333.333.330;5.716.666.666.666.660;5.0;7;4.333.333.333.333.330;6.5;6.5;6.5;1;6.5;0.0;0.0;0.0;0;0.0;4.6;5.033.333.333.333.330;4.666.666.666.666.660;6;4.183.333.333.333.330
R-Type Command;True;1;True;True;Strategy;True;Activision,Sony;True;69;0,02;14,95;Sony PSP;M;True;2007;31.9;35.666.666.666.666.600;31.9;2;28.133.333.333.333.300;0.0;0.0;0.0;0;0.0;39.45;39.45;39.45;1;39.45;24.366.666.666.666.600;24.366.666.666.666.600;24.366.666.666.666.600;1;24.366.666.666.666.600
Virtua Tennis 3;True;4;True;True;Sports;True;EA,Namco;True;80;0,01;14,95;X360;T;True;2007;18.166.666.666.666.600;26.533.333.333.333.300;15.5;6;14.5;0.0;0.0;0.0;0;0.0;18.4;26.466.666.666.666.600;15.0;5;14.433.333.333.333.300;17.0;17.0;17.0;1;17.0
UEFA Champions League 2006-2007;True;1;True;True;Sports;True;Atari,Namco;True;71;0,01;14,95;Sony PSP;T;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Madden NFL 09;True;4;True;True;Sports;True;Activision;True;83;2,33;14,95;X360;T;True;2008;15.883.333.333.333.300;22.6;14.516.666.666.666.600;4;9.85;17.833.333.333.333.300;24.216.666.666.666.600;19.033.333.333.333.300;3;11.466.666.666.666.600;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
Guitar Hero: On Tour;True;1;True;True;Action,Simulation;True;Disney;True;71;2,22;14,95;Nintendo DS;M;True;2008;24.0;24.0;24.0;1;24.0;24.0;24.0;24.0;1;24.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Madden NFL 09;True;4;True;True;Sports;True;Atari;True;85;1,66;14,95;PlayStation 3;E;True;2008;15.883.333.333.333.300;22.6;14.516.666.666.666.600;4;9.85;17.833.333.333.333.300;24.216.666.666.666.600;19.033.333.333.333.300;3;11.466.666.666.666.600;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
LEGO Batman: The Videogame;True;2;True;True;Action;True;Namco;True;76;1,64;14,95;X360;T;True;2008;17.333.333.333.333.300;33.083.333.333.333.300;15.0;121;10.333.333.333.333.300;29.216.666.666.666.600;39.55;29.0;35;22.883.333.333.333.300;16.75;28.183.333.333.333.300;16.0;33;13.183.333.333.333.300;9.833.333.333.333.330;13.816.666.666.666.600;9.433.333.333.333.330;53;7.066.666.666.666.660
Guitar Hero: Aerosmith;True;1;True;True;Action,Simulation;True;Microsoft;True;73;1,03;14,95;Nintendo Wii;E;True;2008;11.3;4.606.666.666.666.660;5.0;27;5.566.666.666.666.660;6.801.666.666.666.660;6.801.666.666.666.660;6.801.666.666.666.660;1;6.801.666.666.666.660;27.633.333.333.333.300;53.2;17.2;5;13.7;4.716.666.666.666.660;6.416.666.666.666.660;4.933.333.333.333.330;21;39.166.666.666.666.600
Star Wars: The Force Unleashed;True;2;True;True;Action;True;Sony,Ubisoft;True;71;1,01;14,95;Nintendo Wii;E;True;2008;6.133.333.333.333.330;22.9;5.5;212;3.9;12.066.666.666.666.600;17.35;11.333.333.333.333.300;8;8.35;8.133.333.333.333.330;23.783.333.333.333.300;7.0;42;5.283.333.333.333.330;5.333.333.333.333.330;7.583.333.333.333.330;5.0;162;35.833.333.333.333.300
Shaun White Snowboarding: Road Trip;True;1;True;True;Sports;True;THQ;True;78;0,95;14,95;Nintendo Wii;E;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Spore Creatures;True;1;True;True;Adventure,Simulation;True;SquareEnix;True;65;0,7;14,95;Nintendo DS;T;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Madden NFL 09;True;4;True;True;Sports;True;Sony;True;68;0,68;14,95;Sony PSP;T;True;2008;15.883.333.333.333.300;22.6;14.516.666.666.666.600;4;9.85;17.833.333.333.333.300;24.216.666.666.666.600;19.033.333.333.333.300;3;11.466.666.666.666.600;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
NCAA Football 09;True;4;True;True;Sports;True;Sony;True;83;0,68;14,95;X360;T;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Mercenaries 2: World in Flames;True;1;True;True;Action;True;EA;True;72;0,66;14,95;X360;E;True;2008;22.866.666.666.666.600;3.728.333.333.333.330;20.266.666.666.666.600;18;14.783.333.333.333.300;37.0;43.25;30.0;3;30.75;24.666.666.666.666.600;26.333.333.333.333.300;24.5;6;22.283.333.333.333.300;16.95;19.0;18.0;9;12.733.333.333.333.300
Guitar Hero: Aerosmith;True;2;True;True;Action,Simulation;True;Sony,Ubisoft;True;70;0,65;14,95;PlayStation 3;M;True;2008;11.3;4.606.666.666.666.660;5.0;27;5.566.666.666.666.660;6.801.666.666.666.660;6.801.666.666.666.660;6.801.666.666.666.660;1;6.801.666.666.666.660;27.633.333.333.333.300;53.2;17.2;5;13.7;4.716.666.666.666.660;6.416.666.666.666.660;4.933.333.333.333.330;21;39.166.666.666.666.600
NBA 2K9;True;7;True;True;Sports;True;Namco,Ubisoft;True;82;0,58;14,95;PlayStation 3;E;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Major League Baseball 2K9;True;1;True;True;Sports;True;Namco,Ubisoft;True;64;0,58;14,95;X360;E;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
NCAA Football 09;True;4;True;True;Sports;True;Microsoft;True;81;0,56;14,95;PlayStation 3;E;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Mirror's Edge;True;1;True;True;Action;True;2K;True;79;0,5;14,95;X360;T;True;2008;7.016.666.666.666.660;34.833.333.333.333.300;6.333.333.333.333.330;1100;4.333.333.333.333.330;13.733.333.333.333.300;3.743.333.333.333.330;10.0;49;8.433.333.333.333.330;8.483.333.333.333.330;21.616.666.666.666.600;8.0;203;6.116.666.666.666.660;6.316.666.666.666.660;11.566.666.666.666.600;6.0;895;4.066.666.666.666.660
NHL 09 ;True;1;True;True;Sports;True;Nintendo,Sega;True;88;0,48;14,95;X360;E;True;2008;26.666.666.666.666.600;31.666.666.666.666.600;20.0;3;21.666.666.666.666.600;40.0;40.0;40.0;1;40.0;0.0;0.0;0.0;0;0.0;20.0;20.0;20.0;2;20.0
Shaun White Snowboarding;True;1;True;True;Sports;True;Nintendo;True;60;0,47;14,95;X360;T;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Turok;True;1;True;True;Action;True;Atari;True;69;0,47;14,95;X360;E;True;2008;9.716.666.666.666.660;24.366.666.666.666.600;7.75;32;6.566.666.666.666.660;12.2;25.55;10.0;11;8.55;8.366.666.666.666.660;10.85;7.033.333.333.333.330;8;6.55;8.45;16.35;7.0;13;6.05
Frontlines: Fuel of War;True;1;True;True;Action;True;Atari,Namco;True;75;0,35;14,95;X360;M;True;2008;5.85;9.333.333.333.333.330;5.5;48;4.333.333.333.333.330;0.0;0.0;0.0;0;0.0;8.383.333.333.333.330;10.1;8.016.666.666.666.660;6;7.1;5.5;9.183.333.333.333.330;5.25;42;4.183.333.333.333.330
Too Human;True;1;True;True;Action,Role-Playing (RPG);True;2K;True;65;0,35;14,95;X360;T;True;2008;20.516.666.666.666.600;6.836.666.666.666.660;15.0;37;12.866.666.666.666.600;119.0;119.0;119.0;1;119.0;23.833.333.333.333.300;45.833.333.333.333.300;19.5;16;16.333.333.333.333.300;12.916.666.666.666.600;16.466.666.666.666.600;12.983.333.333.333.300;20;10.466.666.666.666.600
Iron Man;True;1;True;True;Action;True;Nintendo,SquareEnix;True;56;0,33;14,95;Nintendo DS;M;True;2008;5.8;10.666.666.666.666.600;5.0;12;4.233.333.333.333.330;9.983.333.333.333.330;12.466.666.666.666.600;8.0;3;7.483.333.333.333.330;5.083.333.333.333.330;5.083.333.333.333.330;5.083.333.333.333.330;1;5.083.333.333.333.330;4.333.333.333.333.330;4.683.333.333.333.330;4.366.666.666.666.660;8;3.716.666.666.666.660
MLB 08: The Show;True;1;True;True;Sports;True;Nintendo;True;83;0,33;14,95;Sony PSP;M;True;2008;10.0;10.0;10.0;1;10.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
Sega Superstars Tennis;True;1;True;True;Sports;True;Sony,Ubisoft;True;65;0,29;14,95;Nintendo DS;T;True;2008;7.883.333.333.333.330;8.566.666.666.666.660;8.0;5;7.083.333.333.333.330;0.0;0.0;0.0;0;0.0;8.583.333.333.333.330;8.883.333.333.333.330;8.583.333.333.333.330;2;8.283.333.333.333.330;7.4;7.85;8.0;3;6.966.666.666.666.660
Mirror's Edge;True;1;True;True;Action;True;EA;True;79;0,29;14,95;PlayStation 3;T;True;2008;7.016.666.666.666.660;34.833.333.333.333.300;6.333.333.333.333.330;1100;4.333.333.333.333.330;13.733.333.333.333.300;3.743.333.333.333.330;10.0;49;8.433.333.333.333.330;8.483.333.333.333.330;21.616.666.666.666.600;8.0;203;6.116.666.666.666.660;6.316.666.666.666.660;11.566.666.666.666.600;6.0;895;4.066.666.666.666.660
Condemned 2: Bloodshot;True;1;True;True;Action,Adventure;True;Namco,Ubisoft;True;80;0,29;14,95;X360;T;True;2008;10.15;22.4;9.5;49;7.9;35.0;35.0;35.0;1;35.0;11.616.666.666.666.600;13.4;12.0;16;10.4;8.633.333.333.333.330;10.15;8.9;32;7.383.333.333.333.330
Wall-E;True;4;True;True;Action;True;Activision;True;50;0,27;14,95;X360;E;True;2008;7.35;10.516.666.666.666.600;6.716.666.666.666.660;7;5.266.666.666.666.660;6.0;6.0;6.0;1;6.0;14.0;14.0;14.0;1;14.0;6.283.333.333.333.330;8.25;6.716.666.666.666.660;5;5.0
TNA iMPACT!;True;4;True;True;Sports;True;Activision;True;62;0,26;14,95;X360;M;True;2008;15.883.333.333.333.300;28.616.666.666.666.600;8.25;8;9.033.333.333.333.330;45.166.666.666.666.600;45.166.666.666.666.600;45.166.666.666.666.600;1;45.166.666.666.666.600;3.293.333.333.333.330;3.293.333.333.333.330;3.293.333.333.333.330;1;3.293.333.333.333.330;8.166.666.666.666.660;9.55;8.05;6;7.05
Enemy Territory: Quake Wars;True;1;True;True;Action;True;Disney;True;69;0,26;14,95;X360;T;True;2008;9.916.666.666.666.660;16.95;7.916.666.666.666.660;8;6.95;0.0;0.0;0.0;0;0.0;8.7;10.4;8.916.666.666.666.660;4;6.9;11.116.666.666.666.600;16.966.666.666.666.600;6.75;4;7.466.666.666.666.660
Unreal Tournament III;True;2;True;True;Action;True;EA,Namco;True;82;0,23;14,95;X360;M;True;2008;14.066.666.666.666.600;24.133.333.333.333.300;12.516.666.666.666.600;35;8.883.333.333.333.330;22.516.666.666.666.600;23.583.333.333.333.300;23.5;4;20.966.666.666.666.600;18.7;26.25;16.316.666.666.666.600;8;13.75;11.0;19.366.666.666.666.600;10.5;23;7.616.666.666.666.660
Dark Sector;True;1;True;True;Action;True;Activision;True;72;0,23;14,95;PlayStation 3;T;True;2008;9.166.666.666.666.660;15.35;8.566.666.666.666.660;52;6.033.333.333.333.330;16.95;20.4;21.0;3;13.483.333.333.333.300;9.833.333.333.333.330;11.45;10.0;15;8.45;8.2;10.85;8.3;34;5.716.666.666.666.660
The Last Remnant;True;1;True;True;Role-Playing (RPG);True;Namco;True;66;0,23;14,95;X360;T;True;2008;8.728.333.333.333.330;15.156.666.666.666.600;75.0;73;5.556.666.666.666.660;15.133.333.333.333.300;18.633.333.333.333.300;150.0;13;12.733.333.333.333.300;79.25;118.55;75.0;41;5.436.666.666.666.660;6.078.333.333.333.330;8.093.333.333.333.330;63.0;19;4.593.333.333.333.330
AC/DC Live: Rock Band - Track Pack;True;4;True;True;Action,Simulation;True;Sega;True;63;0,19;14,95;X360;M;True;2008;36.333.333.333.333.300;4.883.333.333.333.330;39.333.333.333.333.300;8;27.666.666.666.666.600;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;36.333.333.333.333.300;4.883.333.333.333.330;39.333.333.333.333.300;8;27.666.666.666.666.600
Hot Shots Golf: Open Tee 2;True;1;True;True;Sports;True;2K;True;82;0,19;14,95;Sony PSP;E;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
AC/DC Live: Rock Band - Track Pack;True;1;True;True;Action,Simulation;True;Namco,Ubisoft;True;60;0,19;14,95;PlayStation 3;E;True;2008;36.333.333.333.333.300;4.883.333.333.333.330;39.333.333.333.333.300;8;27.666.666.666.666.600;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;36.333.333.333.333.300;4.883.333.333.333.330;39.333.333.333.333.300;8;27.666.666.666.666.600
Condemned 2: Bloodshot;True;1;True;True;Action,Adventure;True;2K;True;82;0,16;14,95;PlayStation 3;T;True;2008;10.15;22.4;9.5;49;7.9;35.0;35.0;35.0;1;35.0;11.616.666.666.666.600;13.4;12.0;16;10.4;8.633.333.333.333.330;10.15;8.9;32;7.383.333.333.333.330
Command & Conquer: Red Alert 3;True;1;True;True;Strategy;True;Konami;True;77;0,16;14,95;X360;T;True;2008;14.7;28.183.333.333.333.300;11.366.666.666.666.600;27;10.016.666.666.666.600;43.35;43.35;43.35;1;43.35;18.55;24.5;19.45;9;13.9;10.983.333.333.333.300;13.366.666.666.666.600;10.5;17;8.866.666.666.666.660
Viking: Battle for Asgard;True;1;True;True;Action;True;Disney;True;68;0,16;14,95;X360;M;True;2008;17.5;24.366.666.666.666.600;16.0;52;12.1;22.516.666.666.666.600;27.116.666.666.666.600;22.0;15;16.45;17.316.666.666.666.600;21.933.333.333.333.300;16.433.333.333.333.300;21;13.933.333.333.333.300;13.033.333.333.333.300;18.75;12.0;16;9.983.333.333.333.330
Beijing 2008;True;4;True;True;Sports;True;Disney;True;60;0,15;14,95;X360;T;True;2008;5.5;5.5;5.5;1;5.5;0.0;0.0;0.0;0;0.0;5.5;5.5;5.5;1;5.5;0.0;0.0;0.0;0;0.0
Don King Presents: Prizefighter;True;2;True;True;Sports;True;Activision,Konami;True;56;0,15;14,95;X360;M;True;2008;12.85;12.85;12.85;1;12.85;0.0;0.0;0.0;0;0.0;12.85;12.85;12.85;1;12.85;0.0;0.0;0.0;0;0.0
NHL 2K9 ;True;1;True;True;Sports;True;Namco;True;69;0,15;14,95;X360;T;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Neopets Puzzle Adventure;True;1;True;True;Role-Playing (RPG),Strategy;True;Namco,Sony;True;52;0,14;14,95;Nintendo Wii;E;True;2008;3.0;3.0;3.0;1;3.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;3.0;3.0;3.0;1;3.0
TNA iMPACT!;True;1;True;True;Sports;True;EA,Sony;True;43;0,14;14,95;Nintendo Wii;E;True;2008;15.883.333.333.333.300;28.616.666.666.666.600;8.25;8;9.033.333.333.333.330;45.166.666.666.666.600;45.166.666.666.666.600;45.166.666.666.666.600;1;45.166.666.666.666.600;3.293.333.333.333.330;3.293.333.333.333.330;3.293.333.333.333.330;1;3.293.333.333.333.330;8.166.666.666.666.660;9.55;8.05;6;7.05
The Club;True;4;True;True;Action;True;Eidos;True;76;0,13;14,95;X360;T;True;2008;6.133.333.333.333.330;12.716.666.666.666.600;4.75;16;4.133.333.333.333.330;20.0;20.0;20.0;1;20.0;7.666.666.666.666.660;9.416.666.666.666.660;8.0;3;5.916.666.666.666.660;4.583.333.333.333.330;5.766.666.666.666.660;4.5;12;36.833.333.333.333.300
The Chronicles of Narnia: Prince Caspian;True;2;True;True;Action,Role-Playing (RPG);True;Atari,Namco;True;56;0,13;14,95;X360;M;True;2008;12.816.666.666.666.600;15.116.666.666.666.600;11.65;4;11.116.666.666.666.600;11.65;11.816.666.666.666.600;11.65;2;11.483.333.333.333.300;0.0;0.0;0.0;0;0.0;14.0;16.0;14.0;2;12.0
Fracture;True;1;True;True;Action;True;Konami;True;63;0,13;14,95;X360;T;True;2008;7.9;12.716.666.666.666.600;7.0;19;6.133.333.333.333.330;0.0;0.0;0.0;0;0.0;10.383.333.333.333.300;13.716.666.666.666.600;8.533.333.333.333.330;5;8.716.666.666.666.660;7.016.666.666.666.660;9.783.333.333.333.330;7.0;14;5.916.666.666.666.660
Nitrobike;True;4;True;True;Action,Racing / Driving,Sports;True;THQ;True;49;0,12;14,95;Nintendo Wii;E;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Facebreaker;True;2;True;True;Sports;True;Rockstar;True;53;0,12;14,95;PlayStation 3;E;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Alone in the Dark;True;1;True;True;Action,Adventure,Racing / Driving;True;Rockstar;True;58;0,12;14,95;X360;M;True;2008;6.6;9.166.666.666.666.660;6.116.666.666.666.660;18;4.333.333.333.333.330;9.15;10.4;8.5;4;8.216.666.666.666.660;0.0;0.0;0.0;0;0.0;5.866.666.666.666.660;7.533.333.333.333.330;6.0;14;4.133.333.333.333.330
NBA 09: The Inside;True;4;True;True;Sports;True;Sony,Ubisoft;True;63;0,11;14,95;PlayStation 3;M;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Ultimate Band;True;1;True;True;Action,Simulation;True;Activision;True;69;0,11;14,95;Nintendo DS;E;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
The Club;True;4;True;True;Action;True;Nintendo,Sega;True;72;0,1;14,95;PlayStation 3;M;True;2008;6.133.333.333.333.330;12.716.666.666.666.600;4.75;16;4.133.333.333.333.330;20.0;20.0;20.0;1;20.0;7.666.666.666.666.660;9.416.666.666.666.660;8.0;3;5.916.666.666.666.660;4.583.333.333.333.330;5.766.666.666.666.660;4.5;12;36.833.333.333.333.300
NBA Ballers: Chosen One;True;4;True;True;Sports;True;EA,Sony;True;54;0,1;14,95;PlayStation 3;M;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
NFL Head Coach 09;True;1;True;True;Simulation,Sports,Strategy;True;Microsoft;True;64;0,1;14,95;PlayStation 3;T;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
NHL 2K9;True;1;True;True;Sports;True;Ubisoft;True;70;0,1;14,95;PlayStation 3;T;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
NFL Tour;True;4;True;True;Action,Sports;True;Sony;True;45;0,09;14,95;PlayStation 3;E;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
